t_bin,current_a,current_std,current_sigma_a,delta_f_hz,delta_f_sigma_hz,common_mode_hz,f_left_hz,f_right_hz,n
7369,510.74879126666673,0.05841339615849599,0.12557245316666668,45846602.41166667,10689.100263166667,2870873083.8333335,2847949782.5,2893796384.8333335,6
7370,510.74516650000004,0.056304243323851984,0.12640377433333333,45846293.85999999,10759.864753,2870869590.0,2847946443.3333335,2893792737.0,3
7371,510.76584525,0.11097541051182082,0.13470672016666665,45848054.1,11466.636181666667,2870870156.5,2847946129.3333335,2893794183.5,6
7372,510.80272127999996,0.040608474692743424,0.099428427,45851193.094,8463.643063,2870869489.6,2847943893.0,2893795086.4,5
7373,510.73465138333336,0.05959882870886327,0.10256149816666667,45845398.785,8730.339406833333,2870872967.1666665,2847950267.8333335,2893795666.6666665,6
7374,510.78510106666664,0.1207724074801921,0.13142235866666666,45849693.21,11187.061579666668,2870873255.3333335,2847948408.6666665,2893798102.3333335,3
7375,510.7630237,0.052024302071980666,0.11611283616666668,45847813.919999994,9883.869556666667,2870872413.0,2847948505.8333335,2893796319.8333335,6
7376,510.71532384,0.06966956660541632,0.11521637380000001,45843753.568,9807.5600034,2870870644.2,2847948767.6,2893792520.8,5
7377,510.7803830166667,0.10722421942820681,0.10677103250000002,45849291.593333334,9088.667474166667,2870871802.3333335,2847947156.6666665,2893796448.3333335,6
7378,510.757939675,0.0975416644459313,0.15332226325,45847381.15,13051.24649,2870871297.75,2847947607.25,2893794988.5,4
7379,510.77042652,0.06441586926192143,0.10624273479999999,45848444.068,9043.697192,2870874356.2,2847950134.2,2893798578.2,5
7380,510.7502139333333,0.07681944794186366,0.11561920199999999,45846723.51333333,9841.849936666667,2870870971.6666665,2847947609.8333335,2893794333.1666665,6
7381,510.8264787,0.06921554967084304,0.11228286839999999,45853215.396,9557.8513076,2870872666.0,2847946058.2,2893799273.8,5
7382,510.820479675,0.09825847319605778,0.091375493,45852704.74,7778.153419,2870872792.0,2847946439.5,2893799144.25,4
7383,510.7667507333333,0.07621428576559452,0.11359470199999999,45848131.17333334,9669.518482,2870873062.5,2847948996.8333335,2893797128.1666665,6
7384,510.67697841999995,0.10976694080750828,0.1363107386,45840489.488,11603.1749972,2870873074.4,2847952830.0,2893793319.4,5
7385,510.76511793333333,0.10070421607576305,0.13569321583333332,45847992.185,11550.609626166668,2870872426.8333335,2847948430.8333335,2893796422.8333335,6
7386,510.8566973,0.10887296730855064,0.14783763249999998,45855787.6925,12584.37846475,2870870203.25,2847942309.75,2893798097.25,4
7387,510.78907644000003,0.10898712575040474,0.1094558462,45850031.606,9317.2068024,2870873087.4,2847948071.6,2893798103.2,5
7388,510.81133128333335,0.09779721909059591,0.13862216383333334,45851926.00666666,11799.930399333332,2870872983.3333335,2847947020.1666665,2893798946.1666665,6
7389,510.801645,0.06679933046322087,0.13339078259999998,45851101.480000004,11354.619678,2870869681.4,2847944130.6,2893795232.0,5
7390,510.76481520000004,0.09556551300851387,0.123526299,45847966.417500004,10514.92553475,2870873492.75,2847949509.5,2893797476.0,4
7391,510.7471325666667,0.08724865560051737,0.11422061183333333,45846461.221666664,9722.7977815,2870871985.6666665,2847948754.8333335,2893795216.3333335,6
7392,510.74767562,0.12898737688854797,0.1459804966,45846507.444,12426.293524,2870872048.4,2847948794.8,2893795302.4,5
7393,510.7743342333333,0.04091462889230846,0.1119698625,45848776.70333334,9531.207322333334,2870871477.3333335,2847947088.6666665,2893795865.5,6
7394,510.85170089999997,0.1550285595716928,0.13654481666666665,45855362.38666666,11623.100417333335,2870871590.3333335,2847943909.0,2893799271.0,3
7395,510.80278376666666,0.11950511702249718,0.15579219733333335,45851198.416666664,13261.494638333332,2870872429.1666665,2847946830.1666665,2893798028.5,6
7396,510.81201146666666,0.05427644336944478,0.11248603666666666,45851983.906666666,9575.145596,2870873008.0,2847947016.0,2893798999.8333335,6
7397,510.7975230833333,0.10739190599231918,0.11318955133333335,45850750.60833333,9635.030867833333,2870871762.0,2847946386.5,2893797137.0,6
7398,510.8297064,0.14226367139188748,0.135198283,45853490.15,11508.479485,2870869627.0,2847942881.75,2893796372.0,4
7399,510.7673824666667,0.07425640290629282,0.1501765455,45848184.949999996,12783.473668333332,2870875177.8333335,2847951085.3333335,2893799270.5,6
7400,510.74889363333335,0.1021692859894494,0.14100502633333334,45846611.126666665,12002.766715,2870872164.3333335,2847948858.6666665,2893795470.0,6
7401,510.8876966,0.028882746405538423,0.16797432225,45858426.445,14298.473305,2870872941.75,2847943728.5,2893802154.75,4
7402,510.79493828333335,0.10717042921457916,0.10630139300000001,45850530.580000006,9048.690354,2870872699.1666665,2847947433.6666665,2893797964.1666665,6
7403,510.75915546666664,0.07226706089645138,0.13484012116666666,45847484.64333334,11477.991672999999,2870873304.1666665,2847949561.6666665,2893797046.5,6
7404,510.72750856000005,0.04802918108882971,0.0862194206,45844790.765999995,7339.253201199999,2870873473.6,2847951078.2,2893795869.0,5
7405,510.76351175,0.07450708950706676,0.11559594749999999,45847855.4675,9839.87045325,2870872298.75,2847948371.0,2893796226.5,4
7406,510.7634506,0.08632559556080081,0.11584356116666666,45847850.25833333,9860.948038666667,2870870477.6666665,2847946552.5,2893794402.6666665,6
7407,510.66372184,0.04957317475774524,0.1057604558,45839361.048,9002.6441706,2870872958.0,2847953277.4,2893792638.4,5
7408,510.7020731,0.025770552833089967,0.076253131,45842625.623333335,6490.893015666667,2870869810.6666665,2847948497.5,2893791123.5,6
7409,510.7983395,0.17431993291923392,0.16900828925,45850820.1025,14386.487634500001,2870872052.75,2847946642.75,2893797463.0,4
7410,510.71775542000006,0.10019940422877356,0.15867828,45843960.55,13507.16658,2870874961.8,2847952981.6,2893796942.0,5
7411,510.7842208,0.11696694366951632,0.1219934032,45849618.28,10384.440889200001,2870871577.8,2847946768.8,2893796386.8,5
7412,510.7259534,0.11262896032424667,0.141730139,45844658.38333333,12064.490460166666,2870873191.5,2847950862.3333335,2893795520.8333335,6
7413,510.778816075,0.10407649563611214,0.1411968,45849158.212500006,12019.0910675,2870872379.75,2847947800.5,2893796958.75,4
7414,510.76216856,0.10247239718144108,0.10649728,45847741.128,9065.3648508,2870873488.6,2847949617.8,2893797359.2,5
7415,510.8711317,0.06382750773614868,0.11434375949999999,45857016.39333334,9733.2804975,2870873779.5,2847945271.3333335,2893802287.6666665,6
7416,510.81707657999993,0.09506066937574494,0.164816824,45852415.06,14029.697656,2870870932.0,2847944724.0,2893797139.0,5
7417,510.803759475,0.07693321472014739,0.1138034235,45851281.47,9687.28547325,2870868565.25,2847942924.5,2893794206.0,4
7418,510.79538027999996,0.09970815147929689,0.1259709878,45850568.21,10723.024698,2870872910.6,2847947626.4,2893798194.8,5
7419,510.71241919999994,0.0852767824209027,0.11948710666666666,45843506.315,10171.097472,2870873156.1666665,2847951403.1666665,2893794909.3333335,6
7420,510.74864340000005,0.0404640647870265,0.12102187760000001,45846589.824,10301.7417376,2870872231.2,2847948936.4,2893795526.4,5
7421,510.738210525,0.07675310850062882,0.1135773055,45845701.75,9668.037651,2870869292.75,2847946442.25,2893792144.0,4
7422,510.81446995000005,0.05840094065354834,0.09910937866666668,45852193.175000004,8436.484722333333,2870871857.8333335,2847945761.1666665,2893797954.5,6
7423,510.80437887999994,0.06723938229063971,0.099960574,45851334.192,8508.940997599999,2870871392.2,2847945725.0,2893797059.4,5
7424,510.79852647999996,0.0593470299124584,0.1072696176,45850836.018,9131.1084986,2870872611.4,2847947193.8,2893798029.6,5
7425,510.83155596666666,0.0634480212268334,0.11813655366666666,45853647.586666666,10056.134395666666,2870875767.6666665,2847948944.0,2893802591.6666665,3
7426,510.85090884285717,0.07324467126113723,0.1393140027142857,45855294.96571428,11858.82176,2870874097.142857,2847946449.714286,2893801744.571429,7
7427,510.86938702,0.07183824045583015,0.10352466639999999,45856867.88,8812.3271236,2870873302.4,2847944868.4,2893801736.4,5
7428,510.81722281666663,0.06973304578676495,0.10191642183333333,45852427.51,8675.428579833333,2870873197.8333335,2847946984.1666665,2893799411.5,6
7429,510.84278812499997,0.06588385804329906,0.10961606574999999,45854603.705,9330.84514825,2870871923.25,2847944621.25,2893799225.0,4
7430,510.7435064666667,0.11886070570984562,0.14551653216666668,45846152.55666667,12386.799509166667,2870871908.5,2847948832.3333335,2893794984.8333335,6
7431,510.7867921,0.1273909841721954,0.1312849766,45849837.156,11175.3672102,2870869750.0,2847944831.6,2893794668.8,5
7432,510.7844335,0.11951164933325076,0.13704679566666667,45849636.385,11665.830376333333,2870875292.8333335,2847950474.8333335,2893800111.0,6
7433,510.69848756666664,0.026565457305547588,0.09267036333333334,45842320.41,7888.376614333333,2870875035.6666665,2847953875.3333335,2893796195.6666665,3
7434,510.7127620833333,0.14026845548175929,0.10693067216666667,45843535.50333333,9102.256466333334,2870871529.0,2847949761.5,2893793296.8333335,6
7435,510.75048626,0.1111729771435257,0.1255771538,45846746.696,10689.5004026,2870872425.2,2847949051.8,2893795798.8,5
7436,510.72690413333333,0.10138025894108914,0.147544896,45844739.315,12559.459864999999,2870875730.5,2847953361.0,2893798100.3333335,6
7437,510.787205925,0.16089019318462597,0.15533229175,45849872.38,13222.346115,2870872423.25,2847947487.25,2893797359.5,4
7438,510.71680017999995,0.12525447251819677,0.1736169138,45843879.236,14778.787458,2870874751.2,2847952811.6,2893796690.8,5
7439,510.7594489333333,0.07843683743825082,0.17007174666666666,45847509.625,14477.01228,2870871706.3333335,2847947951.6666665,2893795461.1666665,6
7440,510.75170915999996,0.08911886235601148,0.129913985,45846850.792,11058.6643152,2870873043.0,2847949617.6,2893796468.2,5
7441,510.76351734,0.028829144445207757,0.09115273,45847855.94,7759.191165599999,2870875108.4,2847951180.4,2893799036.2,5
7442,510.8268268,0.05595335370824194,0.0859039868,45853245.028,7312.4025546,2870874616.4,2847947994.0,2893801238.8,5
7443,510.8135363666667,0.03967706094914651,0.07782210716666667,45852113.708333336,6624.448943333333,2870871841.6666665,2847945785.1666665,2893797898.6666665,6
7444,510.767128,0.0927284430494269,0.0987379465,45848163.29,8404.867345999999,2870873313.0,2847949231.0,2893797394.5,4
7445,510.84080743333334,0.0642377411058411,0.08404641666666667,45854435.10333333,7154.280657333334,2870874253.6666665,2847947036.1666665,2893801471.1666665,6
7446,510.76141494,0.10094492329014562,0.1112407258,45847676.978,9469.141037,2870872764.4,2847948925.8,2893796602.6,5
7447,510.7758662333333,0.1344203677121406,0.14896679266666668,45848907.11666667,12680.495926666668,2870875591.0,2847951137.5,2893800044.5,6
7448,510.78858255,0.05496415814657081,0.11262255975,45849989.5625,9586.766841749999,2870872178.75,2847947184.0,2893797173.5,4
7449,510.81609908,0.1289984270873076,0.159526888,45852331.854,13579.402590000002,2870872899.8,2847946733.8,2893799065.8,5
7450,510.75991682000006,0.08304153789695906,0.1305312966,45847549.452,11111.2117278,2870876520.8,2847952746.0,2893800295.4,5
7451,510.80208603333335,0.061641881848905455,0.09709185633333334,45851139.02333333,8264.747242166666,2870873467.8333335,2847947898.1666665,2893799037.0,6
7452,510.82278215,0.1508367192376606,0.15060170025,45852900.7375,12819.6641215,2870873096.0,2847946645.5,2893799546.25,4
7453,510.80767209999993,0.10279666473264527,0.14489094419999998,45851614.522,12333.54759,2870871756.6,2847945949.4,2893797563.8,5
7454,510.82794061666664,0.04527165560290948,0.10560545399999999,45853339.84166667,8989.449959833333,2870872174.8333335,2847945505.0,2893798845.0,6
7455,510.76854483999995,0.09161672075505473,0.121689992,45848283.896,10358.6135904,2870872233.0,2847948091.2,2893796375.2,5
7456,510.855611625,0.08448726572269939,0.116402231,45855695.2775,9908.5036875,2870874627.25,2847946779.5,2893802474.75,4
7457,510.75491395,0.12661706099706999,0.12020278633333333,45847123.59166667,10232.018260166667,2870874393.5,2847950831.3333335,2893797955.3333335,6
7458,510.73390548,0.08269771364957533,0.1166146454,45845335.29,9926.5850436,2870873211.4,2847950544.0,2893795879.2,5
7459,510.73110655,0.04293367662304408,0.10501418666666668,45845097.03666667,8939.119536666667,2870870943.1666665,2847948394.8333335,2893793492.0,6
7460,510.73084186666665,0.13229576612924296,0.14446360266666666,45845074.50333333,12297.171010999999,2870872292.0,2847949754.6666665,2893794829.3333335,3
7461,510.7237418166667,0.03947870058458231,0.15256363733333334,45844470.129999995,12986.67003,2870872848.1666665,2847950613.0,2893795083.1666665,6
7462,510.75344203333333,0.09147291415136895,0.12537444216666668,45846998.29833334,10672.244954166667,2870872551.0,2847949051.6666665,2893796050.0,6
7463,510.80084944,0.03572190477134036,0.100607413,45851033.756,8564.0018842,2870875163.0,2847949646.0,2893800679.8,5
7464,510.8180663666667,0.09950914581716239,0.10412111333333333,45852499.31333333,8863.098483333333,2870872853.6666665,2847946604.0,2893799103.0,3
7465,510.8275422285714,0.09245796276111752,0.13061338285714286,45853305.92714286,11118.199148999998,2870873323.428571,2847946670.714286,2893799976.285714,7
7466,510.77626261666666,0.09325071722218381,0.13374283066666667,45848940.85666666,11384.587033333331,2870874838.5,2847950367.8333335,2893799308.6666665,6
7467,510.79588032000004,0.15336208993317516,0.1312109518,45850610.772,11169.0660238,2870873075.6,2847947770.4,2893798381.2,5
7468,510.80876265,0.1280383158024615,0.18067801725,45851707.355000004,15379.849577500001,2870873459.25,2847947605.5,2893799313.0,4
7469,510.86578495000003,0.08041236490754919,0.13446593016666666,45856561.26,11446.139425000001,2870873890.0,2847945609.3333335,2893802170.6666665,6
7470,510.76596924000006,0.03300783554027641,0.12276529920000001,45848064.651999995,10450.1469606,2870872642.4,2847948610.2,2893796674.6,5
7471,510.77732403333334,0.06485144607659964,0.14828183833333333,45849031.205000006,12622.190579166667,2870873398.3333335,2847948882.8333335,2893797913.8333335,6
7472,510.7960517,0.07886905213845105,0.14241746575,45850625.36,12122.997772499999,2870874707.5,2847949395.0,2893800020.25,4
7473,510.78619292,0.04186258773600751,0.1061319844,45849786.15,9034.269794,2870877270.0,2847952376.8,2893802163.2,5
7474,510.86828106666667,0.08690718118927039,0.10160090333333333,45856773.73833334,8648.570724833333,2870873996.5,2847945609.8333335,2893802383.5,6
7475,510.82232409999995,0.05679694967923286,0.0900418026,45852861.742,7664.6257252,2870874379.2,2847947948.2,2893800809.8,5
7476,510.84131644,0.0735972921172507,0.1125150622,45854478.43,9577.6163462,2870873089.8,2847945850.2,2893800328.8,5
7477,510.81859077999997,0.056830545777340404,0.0861677404,45852543.956,7334.854029800001,2870876492.8,2847950220.6,2893802764.8,5
7478,510.75901652000005,0.09476453347601652,0.1312650008,45847472.818,11173.6668142,2870872396.6,2847948660.2,2893796132.8,5
7479,510.78391380000005,0.057608301091516094,0.1289598306,45849592.148,10977.4438848,2870874076.8,2847949280.8,2893798873.0,5
7480,510.86139798000005,0.0902573952263772,0.1068293782,45856187.827999994,9093.6340274,2870874898.4,2847946804.4,2893802992.4,5
7481,510.85828882000004,0.0536720510074654,0.121994154,45855923.17,10384.5047734,2870874371.6,2847946410.0,2893802333.0,5
7482,510.85621540000005,0.04619983900704459,0.10975921783333333,45855746.67333334,9343.030678666668,2870872470.0,2847944596.6666665,2893800343.1666665,6
7483,510.823776625,0.08930708879816972,0.1479562395,45852985.3875,12594.47463,2870875802.5,2847949309.75,2893802295.0,4
7484,510.78643689999996,0.07817074379921184,0.11726449433333334,45849806.91833333,9981.902112666667,2870874335.5,2847949431.8333335,2893799238.8333335,6
7485,510.74818400000004,0.0801161613275434,0.11716406633333333,45846550.72,9973.353395,2870875249.5,2847951974.1666665,2893798524.8333335,6
7486,510.79808026,0.1288414240683934,0.1347378236,45850798.036,11469.2837908,2870874656.6,2847949257.6,2893800055.8,5
7487,510.850490375,0.05068318660670773,0.1436603185,45855259.3425,12228.79306975,2870879092.25,2847951462.5,2893806722.0,4
7488,510.8364079666667,0.10475215191257074,0.137017365,45854060.60666666,11663.325143333333,2870873915.1666665,2847946884.5,2893800945.5,6
7489,510.78891000000004,0.11510375596777477,0.1319482824,45850017.438,11231.8297578,2870874680.8,2847949671.8,2893799689.4,5
7490,510.8066709,0.05666200716863763,0.11401964733333332,45851529.298333324,9705.691096333334,2870875319.5,2847949554.8333335,2893801084.0,6
7491,510.7149077666666,0.090149710674649,0.10159147800000001,45843718.14666667,8647.768417,2870873160.6666665,2847951301.6666665,2893795019.6666665,3
7492,510.8014597833333,0.12182434022136787,0.1730414325,45851085.711666666,14729.800781666667,2870873347.1666665,2847947804.6666665,2893798890.0,6
7493,510.77564609999996,0.11226831121098067,0.15856695016666666,45848888.373333335,13497.68985,2870871796.5,2847947352.1666665,2893796240.6666665,6
7494,510.7555371,0.07609059353931866,0.12153199960000001,45847176.636,10345.1648506,2870871841.4,2847948253.0,2893795429.8,5
7495,510.8308304,0.04632768030798323,0.09079319666666667,45853585.82666666,7728.586616333333,2870873851.6666665,2847947058.6666665,2893800644.3333335,3
7496,510.82363633333335,0.07030176409192536,0.07342021883333333,45852973.44833333,6249.7471495,2870874961.6666665,2847948474.8333335,2893801448.0,6
7497,510.81797859999995,0.1053507583529585,0.1028086738,45852491.844,8751.3797324,2870874993.8,2847948748.0,2893801239.8,5
7498,510.83499163333335,0.10200337057118375,0.12377966983333333,45853940.041666664,10536.493185000001,2870875911.5,2847948941.5,2893802881.6666665,6
7499,510.81378035,0.017037739312201237,0.1201231405,45852134.480000004,10225.238567749999,2870872560.0,2847946493.0,2893798627.5,4
7500,510.7902598,0.07401116724229982,0.0952080985,45850132.336666666,8104.396171333334,2870876198.6666665,2847951132.3333335,2893801264.8333335,6
7501,510.88159008,0.04058763566548842,0.0993574124,45857906.64,8457.5981054,2870872766.4,2847943813.2,2893801719.8,5
7502,510.79146663333336,0.04772425542952534,0.07913811116666668,45850235.065,6736.4711165,2870873907.8333335,2847948790.5,2893799025.5,6
7503,510.80225965,0.10574940760254722,0.12103318675,45851153.8025,10302.7044255,2870873464.0,2847947887.0,2893799040.75,4
7504,510.78981973333333,0.07566277047386191,0.11583914899999999,45850094.87833333,9860.572496666666,2870872883.1666665,2847947835.6666665,2893797930.6666665,6
7505,510.76000825,0.11326176410136427,0.12563657533333333,45847557.23333333,10694.5585205,2870874758.0,2847950979.5,2893798536.8333335,6
7506,510.76963394000006,0.07384863659604611,0.127572438,45848376.603999995,10859.3448968,2870872428.0,2847948239.6,2893796616.4,5
7507,510.7061381,0.03128255141534376,0.10349442125,45842971.65,8809.75255175,2870875196.75,2847953711.0,2893796683.0,4
7508,510.7503084333334,0.04597538236959294,0.072761053,45846731.56166667,6193.636977333333,2870873305.5,2847949940.0,2893796671.5,6
7509,510.79311271999995,0.04767531531270898,0.0815194282,45850375.188,6939.175893199999,2870875022.4,2847949834.8,2893800210.0,5
7510,510.75601468,0.05473893964549073,0.0940735722,45847217.29,8007.8219142,2870874596.2,2847950987.6,2893798204.8,5
7511,510.78165028,0.07676304479571593,0.12488535139999998,45849399.47,10630.6120984,2870874668.4,2847949968.6,2893799368.2,5
7512,510.80678574,0.10688263352900834,0.11867825839999999,45851539.074,10102.245900400001,2870873886.0,2847948116.6,2893799655.4,5
7513,510.76253935,0.08875444999406112,0.12460813050000001,45847772.68666667,10607.014231666666,2870875722.8333335,2847951836.5,2893799609.1666665,6
7514,510.8568001,0.07614596904970891,0.12184140774999999,45855796.445,10371.50257175,2870874023.75,2847946125.5,2893801922.25,4
7515,510.81758388,0.0803653898383439,0.10238063859999999,45852458.244,8714.9440978,2870873519.2,2847947290.0,2893799748.2,5
7516,510.7411024,0.017044500987853064,0.1130358768,45845947.91599999,9621.9496372,2870874398.0,2847951424.0,2893797372.0,5
7517,510.7815067166666,0.05763625686066036,0.1311681665,45849387.248333335,11165.4240125,2870871616.8333335,2847946923.1666665,2893796310.1666665,6
7518,510.81159135,0.09357337696962521,0.11390946625,45851948.144999996,9696.312165,2870873266.0,2847947292.25,2893799240.25,4
7519,510.746578,0.09484396336952364,0.10616165633333334,45846414.01500001,9036.795559166667,2870874556.5,2847951349.1666665,2893797763.1666665,6
7520,510.71109479999996,0.08734309688281944,0.1071110665,45843393.57666666,9117.612177833333,2870874149.5,2847952452.8333335,2893795846.3333335,6
7521,510.76426030000005,0.0727445900717578,0.1100554094,45847919.184,9368.243398999999,2870874153.4,2847950193.8,2893798113.0,5
7522,510.762135025,0.11024023854065532,0.12363634600000001,45847738.2725,10524.2930395,2870876947.5,2847953078.25,2893800816.75,4
7523,510.75750586666663,0.08536673121894689,0.08998187533333334,45847344.22833333,7659.5245225,2870875468.5,2847951796.3333335,2893799140.5,6
7524,510.7426667666667,0.06086144315416967,0.10329362000000002,45846081.07666666,8792.659780333333,2870873148.8333335,2847950108.1666665,2893796189.3333335,6
7525,510.79378358,0.0865500840041533,0.1266834858,45850432.292,10783.6746558,2870873651.4,2847948435.2,2893798867.4,5
7526,510.740724025,0.09051853552494894,0.1842739695,45845915.7025,15685.9477175,2870876820.75,2847953862.75,2893799778.5,4
7527,510.82357196000004,0.0798914834926039,0.1512629236,45852967.966,12875.949411999998,2870876676.6,2847950192.6,2893803160.8,5
7528,510.7932946166666,0.06944568633723733,0.11808211066666667,45850390.669999994,10051.500051333334,2870875685.6666665,2847950490.3333335,2893800880.6666665,6
7529,510.77011942,0.0831186631650995,0.1287585534,45848417.927999996,10960.3105686,2870877570.8,2847953362.0,2893801779.6,5
7530,510.7389537666666,0.023865395211158005,0.16224690266666666,45845765.01333334,13810.938350000002,2870874483.6666665,2847951601.0,2893797366.3333335,3
7531,510.75758406666665,0.07909937111833103,0.10878797616666668,45847350.879999995,9260.355709166666,2870874805.6666665,2847951129.8333335,2893798480.6666665,6
7532,510.7756342,0.09503266000645337,0.11320263433333333,45848887.36333334,9636.144515,2870873233.8333335,2847948790.0,2893797677.3333335,6
7533,510.7958806,0.11138800337729354,0.12751309666666666,45850610.794999994,10854.293582166667,2870876995.5,2847951690.3333335,2893802301.0,6
7534,510.6983860333333,0.01737143050568387,0.10760430133333333,45842311.76666667,9159.597791333334,2870874411.3333335,2847953255.3333335,2893795567.0,3
7535,510.73739821666663,0.0539328710636403,0.11473440216666668,45845632.6,9766.533123,2870872840.5,2847950024.0,2893795656.8333335,6
7536,510.81704196,0.06549645779266926,0.0889672534,45852412.112,7573.156887200001,2870874839.4,2847948633.4,2893801045.6,5
7537,510.84059113333336,0.07213115504884263,0.09661146483333333,45854416.69,8223.854898,2870875446.6666665,2847948238.1666665,2893802655.0,6
7538,510.788846975,0.058523292735635404,0.082517596,45850012.0725,7024.1428855,2870875229.25,2847950222.75,2893800235.0,4
7539,510.83953636666666,0.06296287458250717,0.08336169850000001,45854326.903333336,7095.9954,2870876718.3333335,2847949554.6666665,2893803881.5,6
7540,510.80448456666664,0.17121249945535333,0.15715596016666666,45851343.19,13377.582166499998,2870873717.3333335,2847948046.0,2893799389.0,6
7541,510.74479742000005,0.0516102330680376,0.16204920579999998,45846262.444,13794.109794,2870877419.2,2847954287.8,2893800550.2,5
7542,510.74940755,0.08640495927497845,0.1181019665,45846654.8775,10053.19025,2870875290.0,2847951962.75,2893798617.5,4
7543,510.7987054333333,0.08760519291221179,0.10712924283333335,45850851.254999995,9119.159391333333,2870876288.1666665,2847950862.5,2893801713.8333335,6
7544,510.7684740000001,0.03882745326550628,0.122554417,45848277.864,10432.196051800001,2870875845.2,2847951706.2,2893799984.0,5
7545,510.76006864,0.04566985062577215,0.10343609040000001,45847562.376,8804.787286,2870873994.2,2847950213.2,2893797775.4,5
7546,510.82438774,0.0638603748290195,0.1255597404,45853037.408,10688.0181188,2870879206.8,2847952688.2,2893805725.6,5
7547,510.8092242166667,0.10588857782623774,0.17736726883333334,45851746.645,15098.028811666665,2870873966.6666665,2847948093.5,2893799839.8333335,6
7548,510.7726641833333,0.09039669012558837,0.1644082945,45848634.54333333,13994.922443333335,2870876214.3333335,2847951897.0,2893800531.6666665,6
7549,510.7796108,0.06559036446284845,0.15885111966666668,45849225.85999999,13521.879206666667,2870875794.0,2847951181.3333335,2893800407.0,3
7550,510.75476084,0.06974009552034119,0.1169554186,45847110.558,9955.592665799999,2870876376.8,2847952821.6,2893799932.2,5
7551,510.7848879166666,0.05886816064031512,0.088670745,45849675.068333335,7547.917207666666,2870874908.0,2847950070.6666665,2893799745.6666665,6
7552,510.70269440000004,0.10897236176255745,0.0955627832,45842678.508,8134.587974599999,2870877788.6,2847956449.2,2893799128.0,5
7553,510.73320945,0.12066400885142567,0.1336256995,45845276.04,11374.61651075,2870873148.5,2847950510.5,2893795786.25,4
7554,510.78303767999995,0.031802845983139184,0.1233370488,45849517.567999996,10498.815975399999,2870878428.8,2847953670.0,2893803187.6,5
7555,510.80129673333334,0.05425905947112456,0.12478289333333333,45851071.833333336,10621.890568166667,2870874160.1666665,2847948624.1666665,2893799696.0,6
7556,510.83073758,0.12559649203031034,0.1258562804,45853577.926,10713.2604718,2870877496.8,2847950708.0,2893804285.8,5
7557,510.67872895,0.19238923581075265,0.16416309775000001,45840638.5,13974.050545,2870875419.0,2847955099.75,2893795738.25,4
7558,510.82259736,0.06507597531931299,0.201329897,45852885.006,17137.798918,2870876855.8,2847950413.2,2893803298.0,5
7559,510.8204567333333,0.08003528422438223,0.13150653116666666,45852702.788333334,11194.226606666665,2870874486.0,2847948134.6666665,2893800837.5,6
7560,510.76577034,0.08891987320573412,0.1314156344,45848047.722,11186.489184,2870873170.4,2847949146.6,2893797194.4,5
7561,510.765994875,0.08807287452015802,0.14742961675,45848066.835,12549.64695575,2870874364.75,2847950331.0,2893798398.0,4
7562,510.80951702000004,0.06581193733325426,0.10142202019999999,45851771.57,8633.343638,2870873550.8,2847947664.6,2893799436.6,5
7563,510.7688035,0.0566654756288692,0.104799329,45848305.912,8920.830202000001,2870873600.4,2847949447.8,2893797753.8,5
7564,510.77223526666666,0.14607099405129687,0.12762157116666664,45848598.035,10863.527257,2870876022.6666665,2847951723.6666665,2893800321.6666665,6
7565,510.813874925,0.12401758733231989,0.1628026445,45852142.525,13858.244715,2870875759.5,2847949688.5,2893801831.0,4
7566,510.76489736,0.051773680790939566,0.1003934268,45847973.414,8545.7867196,2870871744.4,2847947758.0,2893795731.2,5
7567,510.7676877833333,0.09432567634875823,0.11418779883333334,45848210.94,9720.004656166666,2870874036.5,2847949930.6666665,2893798141.8333335,6
7568,510.77916698333337,0.0522432841967118,0.08411541883333333,45849188.080000006,7160.154332666666,2870874028.0,2847949433.8333335,2893798621.8333335,6
7569,510.8554283,0.02876299622986678,0.08415076233333334,45855679.673333324,7163.162882333333,2870870617.3333335,2847942777.0,2893798457.0,3
7570,510.7703829,0.08408484321664952,0.10411496516666667,45848440.35333333,8862.57512,2870875300.1666665,2847951079.8333335,2893799520.5,6
7571,510.78989529999996,0.06697874268135258,0.10601718866666666,45850101.30833334,9024.498026666666,2870876042.1666665,2847950991.5,2893801092.8333335,6
7572,510.676687,0.08295992705406036,0.11594169800000001,45840464.682,9869.3017446,2870873480.4,2847953248.0,2893793712.8,5
7573,510.77401176666666,0.05159830649860349,0.13401803133333334,45848749.25666666,11408.012956666667,2870877231.6666665,2847952856.6666665,2893801606.0,3
7574,510.8243351666667,0.05781830798667444,0.10801320883333333,45853032.935,9194.405215333334,2870876188.6666665,2847949672.1666665,2893802705.3333335,6
7575,510.78264014999996,0.11507978502083357,0.1529289345,45849483.72833333,13017.765201666667,2870875196.6666665,2847950454.6666665,2893799938.5,6
7576,510.85596268,0.06618502192476344,0.102411675,45855725.16,8717.5860044,2870873075.4,2847945213.0,2893800937.8,5
7577,510.89586722499996,0.05287110896142237,0.11180075225,45859121.9525,9516.81214475,2870875901.25,2847946340.5,2893805462.0,4
7578,510.82044894999996,0.057255814633021755,0.08746814466666668,45852702.126666665,7445.548326,2870876019.3333335,2847949668.1666665,2893802370.5,6
